sensor_fraction_percent,seed,omega_relative_l2_mean,kinetic_energy_mape,enstrophy_mape,div_q_sgs_relative_l2_mean,div_q_sgs_correlation_mean,pi_sgs_correlation_mean
1,2026,0.48670718732733304,0.038347103946797696,0.12834841658724905,1.7885539891189493,0.2892626371934657,0.3300798831276752
1,2027,0.4806201060057442,0.030501643929153385,0.10449403263074442,1.4665625730531786,0.3303401579715554,0.3987913105026447
1,2028,0.38446361880921887,0.0334676552687923,0.09425735066803045,1.381903322064962,0.46243496661281713,0.5364047862459187
2,2026,0.18745090309911694,0.01032770161460692,0.05060578782903035,0.9103035230336671,0.7204689275114041,0.8029719099539397
2,2027,0.19687865633132293,0.014279549567640982,0.07580715496866146,0.887547027347008,0.7156261164549591,0.7708912798289154
2,2028,0.19030701701819008,0.013365351339151897,0.059861238056980084,0.9205144895717697,0.7227071358607733,0.8108930002742374
4,2026,0.09811456127600442,0.008269776783357831,0.03127997442682494,0.7267188192240163,0.8384943183910286,0.905285796223533
4,2027,0.09739725167604517,0.007309904954322806,0.03105412451648716,0.7412917734363256,0.832224501180225,0.9072371627795025
4,2028,0.10400635675942432,0.0075114805023797065,0.03461381789350523,0.7210206576113816,0.8320940265498853,0.9046153152233235
